apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Akmenės - Joniškio,1963-02-01,Išsiskyręs(-usi),Ne,"IĮ Saulėtekis, savininkas",Gytas    MILAŠIUS,Akmenė,Aukštasis;Šiaulių Kazio Preikšo pedagoginis institutas;Pedagogas;1984,Medžioklė,Naujoji Akmenė,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,60,"Vokiečių, Rusų",Ne,Neturiu
Akmenės - Joniškio,1956-07-16,vedęs / ištekėjusi,Ne,"Šiaulių miesto savivaldybė, meras",Genadijus    MIKŠYS,Šiauliai,Aukštasis;Kauno Antano Sniečkaus politechnikos institutas;inžinierius šilumininkas;1979,"knygos, žvejyba",Joniškis,Liberalų ir centro sąjunga,Lietuvis (-ė) ,26,"Anglų, Rusų",Ne,Neturiu
Akmenės - Joniškio,1963-02-09,nevedęs / netekėjusi,Ne,"Akmenės rajono savivaldybė, mero pavaduotoja.",Sigutė    MEŠKYTĖ,Naujoji Akmenė,Aukštasis universitetinis;Šiaulių universitetas SMF;Vadybos ir verslo administravimo magistrė;2007;Aukštasis universitetinis;Vilniaus inžinerinis statybos institutas;Inžinierė statybininkė;1989,"Knygų skaitymas, Mezgimas ir nėrimas, Kelionės","Alkiškių km, Akmenės raj.",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,34,"Anglų, Vokiečių, Rusų",Ne,Neturiu
Akmenės - Joniškio,1954-11-26,vedęs / ištekėjusi,Ne,Laikinai nedirbantis ryšium su motinos liga,Albertas    KOVIERA,Vilnius,Aukštasis;Vilniaus valstybinis universitetas;Fizikas;1978,"Automobilių sportas, Kulinarija, Sodo priežiūra",Šiaulių miestas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,30,"Rusų, Anglų",Ne,Neturiu
Akmenės - Joniškio,1954-01-29,vedęs / ištekėjusi,Ne,"Joniškio žemės ūkio mokykla, direktorius",Liudas    JONAITIS,Joniškis,1961-1972;Joniškio I-oji vidurinė m-la;1994-1995;Vilniaus Gedimino techn. univers.;Edukologijos magistr.;1995;1972-1977;Lietuvos veterinarijos akademija;Veterinarijos gyd.;1977,"Medžioklė, Kelionės, Folkloriniai šokiai, Aplinkos puoselėjimas",Joniškio miestas,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,62,"Rusų, Anglų",Ne,Neturiu
Akmenės - Joniškio,1954-05-30,vedęs / ištekėjusi,Ne,"Naujosios Akmenės ""Saulėtekio"" pagrindinė m-la, mokytojas",Vytautas    BUTKUS,Naujoji Akmenė,Aukštasis;VVPI;Techninės disciplinos ir darbai;1980,Žvejyba,"Mažeikių rajonas, Ruzgų kaimas",Lietuvos socialdemokratų sąjunga,Lietuvis (-ė) ,28,Rusų,Ne,Neturiu
Akmenės - Joniškio,1967-10-10,Išsiskyręs(-usi),Ne,"LR Seimas, Seimo narys",Saulius    BUCEVIČIUS,Vilnius,Nebaigtas aukštasis;Lietuvos kūno kultūros akademija;Vadyba;Vidurinis;V.Akmenės 3-ia vid. m-kla;1986,"sportas, turizmas",Kelmės raj. Užvenčio kaimas,Darbo partija,Lietuvis (-ė) ,13,"Rusų, Lenkų, Vokiečių",Ne,Neturiu
Telšių,1977-03-16,vedęs / ištekėjusi,Ne,"UAB, ""Hronas""",Jonas    TVARDAUSKAS,Trakai,"Aukštasis;Vilniaus pedagoginis universitetas;ekonomika ir verslo pagrindai, studijuoju;2008;Vidurinis;Trakų Lentvario Motiejaus Šimuliojio mangušiųjų vid. m-la ;Nenurodė;2003;Profesinis;Vilniaus 1-oji prof. m-kla.,  ;metalo tekintojas;1994;Devynmetis;Trakų Vytauto Didžioji vid. m-kla. ;devinmetis;1992",Povandeninė medžioklė,Nenurodė,"""Fronto"" partija", ,84,,Ne,Neturiu
Telšių,1949-08-24,vedęs / ištekėjusi,Ne,"Telšių rajono savivaldybės administracija, Kaimo plėtros skyriaus vedėjas ",Albinas    SLAVINSKIS,Rainių k.,Aukštasis;LŽŪA;Mechanizacijos;1983,Muzika,"Staniškės kaimas, Telšių rajonas",Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,99,Rusų,Ne,Neturiu
Telšių,1976-06-05,vedęs / ištekėjusi,Ne,"Telšių rajono savivaldybė, meras. ",Almantas    PETKUS,Telšiai,Aukštasis universitetinis;VGTU;Transporto inžinerinė ekonomika ir vadyba;2005;Vidurinis;Telšių Kranto vidurinė m-kla;1994,"Kelionės, Knygos, Kulinarija",Telšiai,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,12,,Ne,Neturiu
Telšių,1959-11-09,vedęs / ištekėjusi,Ne,"Telšių raj. savivaldybė, mero pavaduotojas",Vytautas    KLEIVA,Telšiai,Aukštasis;LTSR Valstybinė konservatorija;Muzikos mokytojas - choro dirigentas;1982,"Gėlininkystė, Sodininkystė",Telšiai,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,66,"Rusų, Vokiečių",Ne,Neturiu
Telšių,1967-09-12,vedęs / ištekėjusi,Ne,"Asociacija ""Pilietiniai projektai"", direktorius",Valentinas    GRUMBINAS,Vilnius,Aukštasis;Vilniaus Gedimino technikos universitetas;inžinierius-mechanikas;1992,"nardymas, numizmatika, psichologija, kelionės, būti gamtoje","Sankt-Peterburgas (Leningradas), Rusija",Tautos prisikėlimo partija,Lietuvis (-ė) ,31,"Rusų, Lenkų, Vokiečių",Ne,Neturiu
Telšių,1939-12-25,vedęs / ištekėjusi,Ne,Vilniaus universiteto ligoninės Santariškių klinikos gydytojas konsultantas,Konstantinas Romualdas    DOBROVOLSKIS,Vilnius,Aukštasis;VU Medicinos fakultetas;Gydytojas;1963,iteto ligoninės Santariškių klinikos gydytojas konsultantas,Radviliškis,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,27,"Vokiečių, Lenkų, Rusų",Ne,Neturiu
Telšių,1948-01-01,vedęs / ištekėjusi,Ne,"UAB „LESTEMA“, direktorius",Juozas    BUTKEVIČIUS,Telšiai,Aukštasis;KPI;Inžinierius-statybininkas;1971,"�, direktorius",Dovainių k. Plungės sav.,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,,"Rusų, Anglų",	 ,Neturiu
Telšių,1962-11-25,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimo kanceliarija, Seimo narys",Valentinas    BUKAUSKAS,Telšiai,Aukštasis neuniversitetinis;Vakarų Lietuvos verslo kolegija;Ekonomistas;2005;Specialus vidurinis;Šiaulių K. Didžiulio politechnikumas;Technikas-elektrikas;1985;Vidurinis;Tryškių vidurinė mokykla;1981,"Žvejyba, Medžioklė, Muzika","Telšių rajonas, Sukančių kaimas",Leiboristų partija,Lietuvis (-ė) ,5,"Anglų, Rusų",Ne,Neturiu
Kelmės,1962-02-25,vedęs / ištekėjusi,Ne,"Kauno miškų ir aplinkos inžinerijos kolegija, dėstytoja",Daiva    ŠEŠKAUSKAITĖ,Sargelių k.,"Daktaro laipsnis;VDU;Etnologė;2001;Aukštasis;VPU;Lituanistė;1995;Studijos;J.Gruodžio konservatorija;Smuikininkė, altistė;1982","Skaitymas, Keliavimas, Plaukiojimas, Šokimas, Grojimas, Dainavimas, Stalo žaidimai, Klausymas pasakojimų ir begalė kitų pomėgių",Abromiškės,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,77,"Vokiečių, Anglų, Rusų",Ne,Neturiu
Kelmės,1964-02-03,vedęs / ištekėjusi,Ne,"L. Ragausko IĮ, direktorius",Liudvikas    RAGAUSKIS,Vilnius,Aukštasis universitetinis;UAB ISM Vadybos ir ekonomikos universitetas;Verslo administravimas;2007;Specialus vidurinis;Klaipėdos valstybinė apskaitos mokykla;Buhalteris;1994;Specialus vidurinis;Vilniaus 31 technikos mokykla;Elektrikas;1982,"Medžioklė, Geneologija, Heraldika, Istorija, Populiacinė genetika",Vilniaus miestas,Išsikėlė  pats  ,Žemaitis (-ė) ,,,Ne,Neturiu
Kelmės,1957-03-23,vedęs / ištekėjusi,Ne,"M. Romerio universitetas, Viešojo administravimo fak., Viešojo adm. katedra, vedėjas, profesorius",Kęstutis    MASIULIS,Vilnius,"Aukštasis;Vilniaus universitetas;Fizika, fizikos dėstytojas;1980","laisvalaikis su šeima, meistravimo darbai, sodininkystė",Kelmė,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,19,"Rusų, Vokiečių, Anglų",Ne,Neturiu
Kelmės,1964-10-10,vedęs / ištekėjusi,Ne,LR Seimo nario Zenono Mikučio padėjėjas,Borisas    MARKULIS,Dikšių k.,Aukštesnysis;Plungės statybos technikumas;--------;1987;Vidurinis;Užvenčio vid. mokykla;--------;1982,Kelionės,Palonių k. Užvenčio apyl. Kelmės raj.,Darbo partija,Lietuvis (-ė) ,41,Rusų,Ne,Neturiu
Kelmės,1947-05-01,vedęs / ištekėjusi,Ne,"Kelmės raj. savivaldybė, mero pavaduotojas",Zenonas    MAČERNIUS,Maudžiorų k.,Aukštasis;Leningrado aukšt. pol. in-tas;Polit. darbuot.;1982;Aukštasis;Lietuvos žemės ūkio akademija;Agronomas;1967,Darbas tvarkant sodybos aplinką,Plungės raj. Šateikių ap. Kadaičių km.,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,24,"Rusų, Prancūzų",Ne,Neturiu
Kelmės,1966-07-12,vedęs / ištekėjusi,Ne,"Biodegalų asociacija, direktorius",Arvydas    LIPSKIS,Vilnius,Aukštasis;Vilniaus dailės akademija;Monument. tapyba;1991,Sodininkystė,Vilnius,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,75,"Anglų, Rusų, Lenkų",Ne,Neturiu
Kelmės,1950-05-01,vedęs / ištekėjusi,Ne,"Valstybinė ligonių kasa prie Sveikatos apsaugos ministerijos, Ryšių su visuomene skyriaus vedėjas",Česlovas    GRENCEVIČIUS,Vilnius,Aukštasis;Vilniaus valstybinis universitetas;Žurnalistika;1973,"Knygos, Sportas, Sodininkystė","Lietuvos Respublika, Kelmės rajonas, Kražių miestelis","""Fronto"" partija",Lietuvis (-ė) ,11,"Rusų, Vokiečių, Anglų",Ne,Neturiu
Kelmės,1958-10-10,vedęs / ištekėjusi,Ne,"Individuali Lionės Bilienės įmonė, direktorius",Kęstutis    BILIUS,Kelmė,Aukštasis;Vilniaus Valstybinis pedagoginis institutas;Geografijos - fizinio lavinimo mokytojas;1982,"sportas, muzika",Noreišių km. Kelmės rajonas,Liberalų ir centro sąjunga,Lietuvis (-ė) ,41,"Rusų, Anglų, Lenkų",Ne,Neturiu
Kelmės,1970-02-12,vedęs / ištekėjusi,Ne,"Kelmės raj. neįgaliųjų draugija, soc. darbuotojas.",Petras    BERESNEVIČIUS,Kelmė,Nebaigtas aukštasis;Šiaulių kolegija Sveikatos fakultetas Socialinio darbo katedra;Soc. darbuotojas;2008;Vidurinis;Kražių vid. mokykla;1988,"Sportas, Žvejyba, Maisto ruošimas","Kelmės raj., Liolių sen., Elenavos km.",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,64,"Rusų, Anglų, Lenkų",Ne,Neturiu
Raseinių,1964-02-23,vedęs / ištekėjusi,Ne,"UAB ""Statybos projektų vykdymo centras"", statybos direktorius",Dainius    ŠADAUSKIS,Ariogala,Aukštasis;Lietuvos žemės ūkio akademija;Hidromelioracija;1987,"Kelionės, Žvejyba, Žirgų sportas","Lenkelių kaimas, Raseinų r.",Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,45,"Anglų, Rusų",Ne,Neturiu
Raseinių,1952-07-03,vedęs / ištekėjusi,Ne,"Verslininkas, Raseinių rajono savivaldybė, tarybos narys",Kęstutis    SKAMARAKAS,Raseiniai,Aukštesnysis;Tytuvėnų TŪT;Zootechnikas;1972,"Turizmas, Domėjimasis paveldu, Sportas","Ariogala, Raseinių rajonas",Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,58,Rusų,Ne,Neturiu
Raseinių,1969-02-01,vedęs / ištekėjusi,Ne,"Raseinių rajono savivaldybė, mero pavaduotoja",Gitana    RAŠIMIENĖ,Žaiginio mstl.,Aukštasis;Kauno technologijos universitetas;informacinių technologijų mokytoja;2005;Aukštasis;Vytauto Didžiojo universitetas;edukologijos magistro kvalifikacinis laipsnis;2004;Aukštasis;Vilniaus Universitetas;lietuvių k. ir literatūros dėstytoja;1995;Vidurinis;Girkalnio vid. m-kla;1987,"poezija, kelionės, knygos","Mikaičių k., Raseinių rajonas",Darbo partija,Lietuvis (-ė) ,70,"Vokiečių, Rusų",Ne,Neturiu
Raseinių,1959-12-19,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narys",Gintautas    MIKOLAITIS,Raseiniai,Aukštasis;Kauno A. Sniečkaus politechnikos institutas;Lengvosios pramonės maš. inž.;1984,"Staliaus darbai, Bitininkystė",Liepynų km. Raseinių raj.,Išsikėlė  pats  ,Lietuvis (-ė) ,,Rusų,Ne,Neturiu
Raseinių,1956-11-15,vedęs / ištekėjusi,Ne,"Žemės ūkio kooperatyvas ""Raseinių javai"", direktoriaus pavaduotojas",Alfonsas    MACIUKEVIČIUS,Girkalnio mstl.,Aukštasis;Lietuvos žemės ūkio akademija;inžinierius-elektrikas;1987,"krepšinis, šachmatai",Raseinių raj. Niurkiškių kaimas,Liberalų ir centro sąjunga,Lietuvis (-ė) ,85,"Rusų, Vokiečių",Ne,Neturiu
Raseinių,1977-10-05,vedęs / ištekėjusi,Ne,"UAB ""AR agentūra"", vyk. direktorė",Renata    KAZLAUSKIENĖ,Vilnius,"Profesinės studijos;VU KF Žurnalistikos institutas;ryšiai su visuomene;2004;Aukštasis, bakalauras;Vilniaus universitetas;verslo administravimas;2003;Aukštasis;Vilniaus vadybos kolegija;finansų valdymas;2002","a"", vyk. direktorė",Panevėžys,Tautos prisikėlimo partija,Lietuvis (-ė) ,8,"Rusų, Anglų",Ne,Neturiu
Raseinių,1952-05-06,vedęs / ištekėjusi,Ne,"E. Jonylos ūkininko ūkis, ūkininkas",Edmundas    JONYLA,Ančakių k.,Aukštasis;Lietuvos žemės ūkio akademija;Žemės ūkio inžinierius - mechanikas;1975,"Medžioklė, Sportas, Žvejyba",Paklanių kaimas Raseinių rajonas,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,97,"Rusų, Vokiečių",Ne,Neturiu
Raseinių,1969-12-29,vedęs / ištekėjusi,Ne,"Raseinių „Žemaičio“ gimnazija, mokytojas",Linas    DARGEVIČIUS,Raseiniai,Aukštasis;Vilniaus pedagoginis universitetas;Istorija-pedagogika;1993,"informacinės technologijos, literatūra, sportas",Šilalė,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,136,"Rusų, Anglų",Ne,Neturiu
Raseinių,1980-11-14,nevedęs / netekėjusi,Ne,Nenurodė,Deividas    BEREZAUSKAS,Pašventupio k.,"Aukštasis;VPU;Geografijos bakalauras, mokytojas;2004","Aktyvus laisvalaikis, sportas, Bendravimas su žmonėmis, Kelionės",Anykščiai,"""Fronto"" partija",Lietuvis (-ė) ,49,"Rusų, Anglų",Ne,Neturiu
Raseinių,1962-12-27,vedęs / ištekėjusi,Ne,"LR Seimas, LR Seimo narys, frakcijos ""Tvarka ir teisingumas"" seniūno pavaduotojas, Audito komiteto narys, Europos Tarybos Asamblėjos narys.",Remigijus    AČAS,Ylių k.,Magistras;M. Romerio universitetas; Strateginio valdymo ir politikos fakultetas;Teisė ir valdymas;2006;Aukštasis;LŽŪA Mechanizacijos fakultetas;Inžinierius-mechanikas;1986,"Medžioklė, Turizmas, Kaktusų auginimas ir kolekcionavimas, Žvejyba",Rietavas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,4,"Anglų, Rusų",Ne,Neturiu
Kėdainių,1962-10-27,vedęs / ištekėjusi,Ne,"UAB „Ateities centras“, direktorius",Gintaras    SONGAILA,Vilnius,"Aukštasis;Vilniaus universitetas, Medicinos fakultetas;Narkologas;1986","istorija, etnografija, mitologija, filosofija",Vilnius,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,10,"Anglų, Rusų",Ne,Neturiu
Kėdainių,1960-08-29,vedęs / ištekėjusi,Ne,"Kėdainių profesinio rengimo centras, direktoriaus pavaduotojas praktiniam mokymui",Steponas    NAVAJAUSKAS,Šlapaberžės k.,"Aukštasis;Lietuvos žemės ūkio akademija ž.ū. elektrifikacijos fakultetas;žemės ūkio elektrifikacija, inžinierius elektrikas;1983","radiotechnika, informacinės technologijos",Kėdainių r. Jurgaičių k.,Liberalų ir centro sąjunga,Lietuvis (-ė) ,73,"Lenkų, Rusų, Anglų",Ne,Neturiu
Kėdainių,1973-12-17,vedęs / ištekėjusi,Ne,"UAB ""DOMINANTAS"", direktorius",Kęstutis    NARUŠAS,Kaunas,Vidurinis;Kauno suaugusiųjų mokymo centras;Nenurodė;2002,"kelionės, futbolas, istorija, kulinarija, grožinė literatūra",Kaunas,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,91,"Vokiečių, Rusų, Lenkų",Ne,Neturiu
Kėdainių,1951-11-11,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narys",Viktoras    MUNTIANAS,Bartkūniškių k.,Aukštasis;Vilniaus aukštoji partinė mokykla;Politologas;1987;Aukštasis;Vilniaus inžinerinis statybos institutas;Inžinierius-statybininkas;1978;Vidurinis;Marijampolės 3-ioji vid. mokykla;Nenurodė;1968,"ikos Seimas, Seimo narys",Marijampolė,Pilietinės demokratijos partija,Lietuvis (-ė) ,,"Rusų, Anglų",Ne,Neturiu
Kėdainių,1979-07-11,nevedęs / netekėjusi,Ne,"Lietuvos Respublikos vyriausybės kanceliarija, ministro pirmininko G. Kirkilo patarėjas",Linas    JONAUSKAS,Vilnius,Aukštasis;Vilniaus pedagoginis universitetas;Soc. pedagogas;2007,"Fotografija, Žvejyba, Muzika",Mažeikių miestas,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,10,"Anglų, Rusų",Ne,Neturiu
Kėdainių,1946-08-20,Išsiskyręs(-usi),Ne,"Leonardas ir Kompanija, konsultantas.",Leonardas    GINEIKA,Lapių mstl.,Aukštesnysis;Kauno technologijos technikumas;Baldų gamyba;1978,"Kelionės, Žvejyba",Lietuvos Respublika Kauno m.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,26,"Vokiečių, Rusų, Lenkų",Ne,Neturiu
Kėdainių,1973-05-06,Našlys(-ė),Ne,"UAB ""Atviras langas"", savaitraštis ""Kita nuomonė"", direktorė",Kristina    BALTRŪNAITĖ,Kėdainiai,Aukštasis;VDU;Viešasis administravimas;2007,"stalo tenisas, kelionės, motociklai",Kėdainiai,Tautos prisikėlimo partija,Lietuvis (-ė) ,51,"Rusų, Anglų",Ne,Neturiu
Kėdainių,1958-03-04,vedęs / ištekėjusi,Ne,"Lietuvos respublikos seimas, Seimo narė, DP frakcijos seniūnė",Virginija    BALTRAITIENĖ,Kėdainiai,Aukštasis;Lietuvos Žemės ūkio akademija;ekonomistė;1981,"Knygos, kulinarija",Želvaičių km. Telšiai,Darbo partija,Lietuvis (-ė) ,4,"Rusų, Anglų, Vokiečių",Ne,Neturiu
Radviliškio,1950-01-08,Našlys(-ė),Ne,Priešlaikinė pensija,Julius    VEDECKIS,Šeduva,"Aukštasis;JAV Tarptautinis Biblijos institutas;Evangelikas - Misionierius;1999;Aukštasis;Klaipėdos universitetas, menų fakultetas;Dirigentas;1985;Aukštesnysis;Kauno J. Gruodžio Konservatorija;Akordeonininkas;1971","Žmonių teisių gynimas, Politika","Balandiškių kaimas, Radviliškio raj.",Lietuvos socialdemokratų sąjunga,Lietuvis (-ė) ,32,Rusų,Ne,Neturiu
Radviliškio,1959-02-18,vedęs / ištekėjusi,Ne,"Radviliškio rajono Palonų pagrindinė mokykla, vokiečių kalbos vyresnioji mokytoja, rusų kalbos mokytoja",Svetlana    VAGNORIENĖ,Sirutiškių k.,Aukštasis;Vilniaus Universitetas    ;Rusų kalbos ir literatūros dėstytoja;1982,"Skaitymas, Rankdarbiai, Kelionės","Pologrudovo kaimas, Vasisko rajonas, Omsko sritis",Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,65,"Vokiečių, Rusų",Ne,Neturiu
Radviliškio,1952-09-04,vedęs / ištekėjusi,Ne,Lietuvos Respublikos Seimas,Algimantas    SALAMAKINAS,Kėdainiai,LRS;1992 - 1996;LRS;1996 - 2000;LRS;2000 - 2004;LRS;2004 - 2008,"Turizmas, Žūklė",Kėdainių raj. Baroninės kaimas,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,15,,Ne,Neturiu
Radviliškio,1980-08-31,vedęs / ištekėjusi,Ne,"VŠĮ Europos humanitarinis universitetas, personalo vadybininkė",Kristina    PETKŪNIENĖ,Vilnius,Aukštasis;Mykolo Romerio universitetas;teisės magistras;2006,"manitarinis universitetas, personalo vadybininkė","Vilnius, LR",Tautos prisikėlimo partija,Lietuvis (-ė) ,68,"Vokiečių, Rusų, Lenkų",Ne,Neturiu
Radviliškio,1950-01-27,vedęs / ištekėjusi,Ne,Nenurodė,Jonas    MILERIS,Šiauliai,Aukštesnysis;Šiaulių K. Didžiulio politechnikumas;Technikas statybininkas;1974,"Plitinė veikla, Žvejyba","Šilutės rajonas, Lazdinėnai","""Fronto"" partija",Lietuvis (-ė) ,83,Rusų,Ne,Neturiu
Radviliškio,1962-05-06,vedęs / ištekėjusi,Ne,"AB ""Pieno žvaigždės"", pardavimų konsultantė Lietuvos rinkai",Regina    KVARACIEJIENĖ,Vilnius,Aukštasis;VU;Ekonomistas;1992;Aukštesnysis;S. Žuko pr. technikumas;Pr. ekonomistas;1983;Vidurinis;Radviliškio II vid. m-kla;1980,"Sportas, Skaitymas, Gėlės",Radviliškis,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,23,"Anglų, Rusų",Ne,Neturiu
Radviliškio,1960-10-25,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo NS (socialliberalų) frakcijos patarėjas, Seimo nario padėjėjas, sekretorius",Gintautas    KNIUKŠTA,Vilnius,Aukštasis;Lietuvos teisės universitetas;Teisė ir valdymas;2003;Aukštasis;VPU;Biologija ir ž. ū. pagrindai;1985;Aukštesnysis;Rietavo ž. ū. technikumas;Agronomija;1979,"ikos Seimas, Seimo NS (socialliberalų) frakcijos patarėjas, Seimo nario padėjėjas, sekretorius","Lietuva, Klaipėdos raj. Rudaičių kaimas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,38,"Anglų, Rusų",Ne,Neturiu
Radviliškio,1968-07-11,vedęs / ištekėjusi,Ne,"Uždaroji akcinė bendrovė ""Termosrovė"", direktorius",Darius    JURĖNAS,Radviliškis,Aukštasis;Kauno technologijos universitetas;Verslo administratorius;1999;Aukštasis;Šiaulių pedagoginis institutas;Pradinio mokymo pedagogika;1994;Vidurinis;Radviliškio 5-oji vid. m-la;abiturientas;1986,"Žvejyba, Turistiniai žygiai, Knygų skaitymas",Radviliškis,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,71,"Anglų, Rusų",Ne,Neturiu
Radviliškio,1957-05-20,vedęs / ištekėjusi,Ne,Radviliškio DSPC direktoriaus pavaduotojas medicinai,Aloyzas    JUODIS,Radviliškis,Aukštasis;Kauno medicinos institutas;gydytojas;1982,"sportas, žvejyba, medžiokė",Kaunas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,131,"Anglų, Lenkų, Rusų",Ne,Neturiu
Radviliškio,1961-02-25,vedęs / ištekėjusi,Ne,"VŠĮ Radviliškio ligoninė, Akušerijos ginekologijos skyriaus vedėja",Audronė    EIGMINIENĖ,Radviliškis,Aukštasis universitetinis;Kauno Technologijos universitetas;viešojo administravimo magistrė;2006;Aukštasis universitetinis;Kauno medicinos institutas;gydytoja akušerė ginekologė;1986,"knygų skaitymas, kalnų slidinėjimas, joga",Kėdainių miestas,Liberalų ir centro sąjunga,Lietuvis (-ė) ,59,"Anglų, Rusų",Ne,Neturiu
Šiaulių kaimiškoji,1963-07-15,vedęs / ištekėjusi,Ne,Šiaulių rajono savivaldybės mero pavaduotoja,Ingrida    VENCIUVIENĖ,Bubių k.,"Aukštasis;Šiaulių krašto vadybos, teisės ir kalbų kolegija;Paslaugų organizatoriaus;2006;Aukštesnysis;Vilniaus kooperacijos technikumas;Prekių žinovo;1983;Vidurinis;Šiaulių 7-oji vidurinė m-kla;1981","Skaitymas, Kelionės","Kuršėnai, Šiaulių rajonas",Leiboristų partija,Lietuvis (-ė) ,55,"Rusų, Vokiečių",Ne,Neturiu
Šiaulių kaimiškoji,1962-12-04,Išsiskyręs(-usi),Ne,"Šiaulių rajono savivaldybė, mero pavaduotojas",Jonas    NOVOGRECKIS,Kuršėnai,Aukštasis;Kūno kultūros institutas (dabar Akademija);Pedagogas;1990,"sportas, pirtis, bendravimas su žmonėmis","Gergždelių kaimas, Šiaulių rajonas",Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,71,"Rusų, Anglų, Lenkų",Ne,Neturiu
Šiaulių kaimiškoji,1959-01-27,Išsiskyręs(-usi),Ne,"VšĮ „FRONTO“ FONDAS, direktorius",Leonidas    MINKEVIČIUS,Vilnius,Aukštasis;Vilniaus universitetas;Žurnalistika;1985,"Pypkės rūkymas, Nardymas, Šokiai",Kaunas,"""Fronto"" partija",Lietuvis (-ė) ,3,"Anglų, Lenkų, Rusų",Ne,Neturiu
Šiaulių kaimiškoji,1955-05-06,vedęs / ištekėjusi,Ne,"UAB ""Medingė"", direktorius",Kęstutis    LUKŠAS,Kuršėnai,Aukštasis;KTU;Diplomuotas inžinierius;1993,Sportas,"Šiaulių rajonas, Kuršėnai",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,63,,Ne,Neturiu
