apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Kauno - Kėdainių (Nr. 65),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Paaluonio (Nr. 26)
Kauno - Kėdainių (Nr. 65),0.3908,Naujoji sąjunga (socialliberalai),64,4,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.3678,A.Brazausko socialdemokratinė koalicija,61,3,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0862,Lietuvos liberalų sąjunga,15,-,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0575,Lietuvos valstiečių partija,9,1,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0345,Tėvynės sąjunga  (Lietuvos konservatoriai),4,2,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.023,Nuosaikiųjų konservatorių sąjunga,3,1,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0172,Lietuvių tautininkų sąjunga,3,-,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0115,Krikščionių demokratų sąjunga,2,-,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0057,Lietuvos laisvės sąjunga,1,-,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0057,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",1,-,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),,Lietuvos centro sąjunga,-,-,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),,Lietuvos krikščionių demokratų partija,-,-,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),,Lietuvos lenkų rinkimų akcija,-,-,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Nociūnų (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.2829,A.Brazausko socialdemokratinė koalicija,133,9,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.1873,Naujoji sąjunga (socialliberalai),82,12,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.1614,Lietuvos liberalų sąjunga,78,3,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0837,Lietuvos valstiečių partija,42,-,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0637,Tėvynės sąjunga  (Lietuvos konservatoriai),29,3,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0398,Krikščionių demokratų sąjunga,17,3,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0359,Nuosaikiųjų konservatorių sąjunga,15,3,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0339,Lietuvos centro sąjunga,17,-,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0319,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",13,3,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0299,Lietuvos laisvės sąjunga,15,-,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.0299,Lietuvos krikščionių demokratų partija,12,3,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.012,Lietuvių tautininkų sąjunga,5,1,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.004,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",2,-,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.002,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.002,Lietuvos lenkų rinkimų akcija,1,-,Batniavos (Nr. 24)
Kauno - Kėdainių (Nr. 65),0.2412,Lietuvos liberalų sąjunga,552,3,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.2186,A.Brazausko socialdemokratinė koalicija,494,9,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.1226,Tėvynės sąjunga  (Lietuvos konservatoriai),267,15,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.1199,Naujoji sąjunga (socialliberalai),268,8,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.0556,Krikščionių demokratų sąjunga,125,3,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.0482,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",107,4,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.0469,Lietuvos krikščionių demokratų partija,103,5,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.0374,Lietuvos centro sąjunga,84,2,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.0361,Lietuvos laisvės sąjunga,83,-,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.0252,Lietuvos valstiečių partija,57,1,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.023,Nuosaikiųjų konservatorių sąjunga,50,3,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.0104,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",24,-,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.0078,Lietuvių tautininkų sąjunga,17,1,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.0065,"Lietuvos partija ""Socialdemokratija 2000""",14,1,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.0004,Lietuvos lenkų rinkimų akcija,1,-,Raudondvario (Nr. 23)
Kauno - Kėdainių (Nr. 65),0.4187,Naujoji sąjunga (socialliberalai),102,1,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.3008,A.Brazausko socialdemokratinė koalicija,72,2,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.1667,Lietuvos valstiečių partija,40,1,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.0366,Lietuvos liberalų sąjunga,8,1,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.0163,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",4,-,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.0122,Krikščionių demokratų sąjunga,3,-,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.0081,Lietuvos laisvės sąjunga,2,-,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.0081,Lietuvos krikščionių demokratų partija,2,-,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.0081,Tėvynės sąjunga  (Lietuvos konservatoriai),2,-,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.0081,"Lietuvos partija ""Socialdemokratija 2000""",2,-,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.0081,Nuosaikiųjų konservatorių sąjunga,2,-,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.0041,Lietuvių tautininkų sąjunga,1,-,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.0041,Lietuvos centro sąjunga,1,-,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),,Lietuvos lenkų rinkimų akcija,-,-,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Meironiškio (Nr. 21)
Kauno - Kėdainių (Nr. 65),0.4403,Naujoji sąjunga (socialliberalai),116,2,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.2575,A.Brazausko socialdemokratinė koalicija,67,2,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.1082,Lietuvos liberalų sąjunga,28,1,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.041,Tėvynės sąjunga  (Lietuvos konservatoriai),11,-,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.0299,Lietuvos valstiečių partija,8,-,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.0224,Lietuvių tautininkų sąjunga,6,-,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.0224,Krikščionių demokratų sąjunga,6,-,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.0187,Nuosaikiųjų konservatorių sąjunga,4,1,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.0149,Lietuvos centro sąjunga,3,1,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.0149,Lietuvos krikščionių demokratų partija,3,1,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.0149,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",4,-,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.0075,"Lietuvos partija ""Socialdemokratija 2000""",2,-,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.0075,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",2,-,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),,Lietuvos laisvės sąjunga,-,-,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),,Lietuvos lenkų rinkimų akcija,-,-,Medėkšių (Nr. 20)
Kauno - Kėdainių (Nr. 65),0.3021,Lietuvos liberalų sąjunga,164,7,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.2527,A.Brazausko socialdemokratinė koalicija,134,9,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.1343,Naujoji sąjunga (socialliberalai),71,5,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.0883,Tėvynės sąjunga  (Lietuvos konservatoriai),43,7,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.0512,Lietuvos centro sąjunga,27,2,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.0424,Lietuvos valstiečių partija,23,1,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.0424,Krikščionių demokratų sąjunga,22,2,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.0283,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",15,1,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.0159,Lietuvos laisvės sąjunga,8,1,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.0159,Lietuvos krikščionių demokratų partija,8,1,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.0088,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",5,-,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.0071,Lietuvių tautininkų sąjunga,4,-,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.0071,Nuosaikiųjų konservatorių sąjunga,2,2,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.0018,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.0018,Lietuvos lenkų rinkimų akcija,1,-,Universiteto (Nr. 19)
Kauno - Kėdainių (Nr. 65),0.3544,A.Brazausko socialdemokratinė koalicija,73,11,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),0.2363,Lietuvos valstiečių partija,44,12,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),0.2194,Naujoji sąjunga (socialliberalai),48,4,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),0.0506,Lietuvos liberalų sąjunga,12,-,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),0.0422,Tėvynės sąjunga  (Lietuvos konservatoriai),10,-,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),0.0295,Nuosaikiųjų konservatorių sąjunga,6,1,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),0.0295,Krikščionių demokratų sąjunga,5,2,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),0.0169,Lietuvos centro sąjunga,4,-,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),0.0084,Lietuvos krikščionių demokratų partija,1,1,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),0.0084,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,2,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),0.0042,Lietuvos laisvės sąjunga,1,-,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),,Lietuvių tautininkų sąjunga,-,-,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),,Lietuvos lenkų rinkimų akcija,-,-,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Langakių (Nr. 17)
Kauno - Kėdainių (Nr. 65),0.3268,A.Brazausko socialdemokratinė koalicija,181,2,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.2946,Naujoji sąjunga (socialliberalai),161,4,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.1536,Lietuvos valstiečių partija,83,3,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.0732,Lietuvos liberalų sąjunga,40,1,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.0643,Lietuvos krikščionių demokratų partija,30,6,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.0304,Tėvynės sąjunga  (Lietuvos konservatoriai),14,3,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.0232,Krikščionių demokratų sąjunga,13,-,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.0071,Lietuvių tautininkų sąjunga,4,-,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.0071,Nuosaikiųjų konservatorių sąjunga,3,1,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.0054,Lietuvos centro sąjunga,3,-,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.0054,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",3,-,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.0036,Lietuvos laisvės sąjunga,1,1,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.0036,"Lietuvos partija ""Socialdemokratija 2000""",2,-,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.0018,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",1,-,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),,Lietuvos lenkų rinkimų akcija,-,-,Labūnavos (Nr. 15)
Kauno - Kėdainių (Nr. 65),0.4249,Naujoji sąjunga (socialliberalai),140,10,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.1983,A.Brazausko socialdemokratinė koalicija,58,12,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.1558,Lietuvos valstiečių partija,48,7,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.0737,Lietuvos liberalų sąjunga,23,3,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.0312,Krikščionių demokratų sąjunga,11,-,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.0255,Lietuvos krikščionių demokratų partija,7,2,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.0255,Tėvynės sąjunga  (Lietuvos konservatoriai),9,-,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.0198,Nuosaikiųjų konservatorių sąjunga,7,-,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.0142,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",5,-,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.0113,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",4,-,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.0085,Lietuvių tautininkų sąjunga,3,-,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.0057,"Lietuvos partija ""Socialdemokratija 2000""",2,-,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.0028,Lietuvos centro sąjunga,1,-,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.0028,Lietuvos laisvės sąjunga,1,-,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),,Lietuvos lenkų rinkimų akcija,-,-,Kunionių (Nr. 14)
Kauno - Kėdainių (Nr. 65),0.3614,Naujoji sąjunga (socialliberalai),192,10,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),0.3596,A.Brazausko socialdemokratinė koalicija,186,15,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),0.0787,Lietuvos valstiečių partija,40,4,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),0.0698,Tėvynės sąjunga  (Lietuvos konservatoriai),37,2,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),0.0483,Lietuvos liberalų sąjunga,26,1,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),0.034,Krikščionių demokratų sąjunga,19,-,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),0.0143,Lietuvos centro sąjunga,8,-,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),0.0107,Lietuvos krikščionių demokratų partija,4,2,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),0.0107,Nuosaikiųjų konservatorių sąjunga,5,1,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),0.0089,Lietuvių tautininkų sąjunga,3,2,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),0.0018,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",1,-,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),0.0018,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",1,-,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),,Lietuvos laisvės sąjunga,-,-,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),,Lietuvos lenkų rinkimų akcija,-,-,Krakių (Nr. 13)
Kauno - Kėdainių (Nr. 65),0.3199,A.Brazausko socialdemokratinė koalicija,205,9,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.2257,Naujoji sąjunga (socialliberalai),142,9,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.1943,Lietuvos liberalų sąjunga,127,3,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.0688,Tėvynės sąjunga  (Lietuvos konservatoriai),41,5,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.0463,Krikščionių demokratų sąjunga,31,-,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.0344,Lietuvos centro sąjunga,21,2,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.0329,Lietuvos laisvės sąjunga,20,2,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.0239,Lietuvos valstiečių partija,15,1,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.0194,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",12,1,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.0135,Lietuvių tautininkų sąjunga,7,2,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.009,Nuosaikiųjų konservatorių sąjunga,6,-,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.006,Lietuvos krikščionių demokratų partija,2,2,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.0045,"Lietuvos partija ""Socialdemokratija 2000""",3,-,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.0015,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,1,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),,Lietuvos lenkų rinkimų akcija,-,-,Lapių (Nr. 12)
Kauno - Kėdainių (Nr. 65),0.3529,A.Brazausko socialdemokratinė koalicija,130,2,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.262,Naujoji sąjunga (socialliberalai),96,2,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.1658,Lietuvos liberalų sąjunga,62,-,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.0775,Tėvynės sąjunga  (Lietuvos konservatoriai),28,1,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.0428,Lietuvos valstiečių partija,13,3,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.0214,Lietuvos centro sąjunga,8,-,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.016,Lietuvos laisvės sąjunga,6,-,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.016,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",6,-,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.0134,Lietuvos krikščionių demokratų partija,5,-,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.0134,Krikščionių demokratų sąjunga,5,-,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.0107,Nuosaikiųjų konservatorių sąjunga,4,-,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.0027,Lietuvių tautininkų sąjunga,1,-,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.0027,Lietuvos lenkų rinkimų akcija,1,-,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.0027,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",1,-,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Voškonių (Nr. 11)
Kauno - Kėdainių (Nr. 65),0.2758,A.Brazausko socialdemokratinė koalicija,205,1,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.2249,Lietuvos liberalų sąjunga,167,1,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.2035,Naujoji sąjunga (socialliberalai),150,2,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.0629,Tėvynės sąjunga  (Lietuvos konservatoriai),47,-,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.0576,Krikščionių demokratų sąjunga,42,1,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.0348,Lietuvos laisvės sąjunga,26,-,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.0308,Lietuvos centro sąjunga,22,1,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.0228,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",17,-,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.0201,Lietuvos krikščionių demokratų partija,15,-,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.0201,Nuosaikiųjų konservatorių sąjunga,15,-,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.0201,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",15,-,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.0134,Lietuvos valstiečių partija,10,-,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.008,Lietuvių tautininkų sąjunga,6,-,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.004,"Lietuvos partija ""Socialdemokratija 2000""",3,-,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.0013,Lietuvos lenkų rinkimų akcija,1,-,Neries (Nr. 10)
Kauno - Kėdainių (Nr. 65),0.3899,Naujoji sąjunga (socialliberalai),374,14,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.2362,A.Brazausko socialdemokratinė koalicija,214,21,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0915,Lietuvos liberalų sąjunga,88,3,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0683,Tėvynės sąjunga  (Lietuvos konservatoriai),59,9,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0663,Lietuvos valstiečių partija,62,4,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0402,Lietuvos krikščionių demokratų partija,32,8,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0342,Krikščionių demokratų sąjunga,33,1,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0221,Nuosaikiųjų konservatorių sąjunga,21,1,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0141,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",14,-,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0111,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",10,1,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.009,Lietuvos centro sąjunga,9,-,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.007,Lietuvių tautininkų sąjunga,6,1,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.005,"Lietuvos partija ""Socialdemokratija 2000""",5,-,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.004,Lietuvos laisvės sąjunga,4,-,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.001,Lietuvos lenkų rinkimų akcija,1,-,Josvainių (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.2404,A.Brazausko socialdemokratinė koalicija,337,14,Domeikavos (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.2068,Lietuvos liberalų sąjunga,292,10,Domeikavos (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.1726,Naujoji sąjunga (socialliberalai),246,6,Domeikavos (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.1596,Tėvynės sąjunga  (Lietuvos konservatoriai),215,18,Domeikavos (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0418,Krikščionių demokratų sąjunga,60,1,Domeikavos (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.037,Lietuvos krikščionių demokratų partija,53,1,Domeikavos (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0329,Lietuvos laisvės sąjunga,45,3,Domeikavos (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0308,Lietuvos centro sąjunga,45,-,Domeikavos (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0226,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",31,2,Domeikavos (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0185,Lietuvos valstiečių partija,26,1,Domeikavos (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0123,Nuosaikiųjų konservatorių sąjunga,18,-,Domeikavos (Nr. 9)
Kauno - Kėdainių (Nr. 65),0.0103,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",14,1,Domeikavos (Nr. 9)
