nuo_galiojanciu_biuleteniu,apygarda,partija,pastu,apylinkese
0.002,Aušros (Nr. 23) apygarda,Lietuvos liaudies partija,0,32
0.0018,Aušros (Nr. 23) apygarda,Respublikonų partija,1,28
0.0008,Aušros (Nr. 23) apygarda,Lietuvos lenkų rinkimų akcija,0,12
0.3246,Pajūrio (Nr. 22) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),114,5772
0.12,Pajūrio (Nr. 22) apygarda,Lietuvos centro sąjunga,40,2136
0.0835,Pajūrio (Nr. 22) apygarda,Lietuvos demokratinė darbo partija,48,1467
0.0731,Pajūrio (Nr. 22) apygarda,Lietuvos krikščionių demokratų partija,49,1277
0.055,Pajūrio (Nr. 22) apygarda,Lietuvos  moterų partija,23,974
0.0538,Pajūrio (Nr. 22) apygarda,Lietuvos socialdemokratų partija,26,949
0.0447,Pajūrio (Nr. 22) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",10,800
0.0432,Pajūrio (Nr. 22) apygarda,Lietuvos piliečių aljansas,14,770
0.0404,Pajūrio (Nr. 22) apygarda,Lietuvos liberalų sąjunga,17,715
0.04,Pajūrio (Nr. 22) apygarda,Lietuvos rusų sąjunga,30,696
0.0292,Pajūrio (Nr. 22) apygarda,Krikščionių demokratų sąjunga,11,519
0.0203,Pajūrio (Nr. 22) apygarda,Lietuvos socialinio teisingumo sąjunga,9,360
0.0149,Pajūrio (Nr. 22) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,19,251
0.0143,Pajūrio (Nr. 22) apygarda,Lietuvių tautininkų sąjunga,2,258
0.0115,Pajūrio (Nr. 22) apygarda,Lietuvos laisvės lyga,9,200
0.006,Pajūrio (Nr. 22) apygarda,Lietuvos laisvės sąjunga,2,106
0.0057,Pajūrio (Nr. 22) apygarda,Lietuvos ūkio partija,1,102
0.0042,Pajūrio (Nr. 22) apygarda,Lietuvos socialistų partija,2,74
0.0033,Pajūrio (Nr. 22) apygarda,Lietuvos valstiečių partija,1,58
0.0032,Pajūrio (Nr. 22) apygarda,Lietuvos liaudies partija,4,54
0.0028,Pajūrio (Nr. 22) apygarda,Lietuvos gyvenimo logikos partija,4,47
0.0026,Pajūrio (Nr. 22) apygarda,Tautos pažangos partija,0,47
0.0025,Pajūrio (Nr. 22) apygarda,Respublikonų partija,4,42
0.0012,Pajūrio (Nr. 22) apygarda,Lietuvos lenkų rinkimų akcija,0,21
0.3078,Marių (Nr. 21) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),60,6135
0.1282,Marių (Nr. 21) apygarda,Lietuvos centro sąjunga,27,2553
0.0926,Marių (Nr. 21) apygarda,Lietuvos piliečių aljansas,5,1859
0.0724,Marių (Nr. 21) apygarda,Lietuvos krikščionių demokratų partija,10,1448
0.0685,Marių (Nr. 21) apygarda,Lietuvos rusų sąjunga,23,1355
0.0609,Marių (Nr. 21) apygarda,Lietuvos demokratinė darbo partija,13,1213
0.0514,Marių (Nr. 21) apygarda,Lietuvos socialdemokratų partija,12,1023
0.0445,Marių (Nr. 21) apygarda,Lietuvos  moterų partija,9,886
0.0425,Marių (Nr. 21) apygarda,Lietuvos liberalų sąjunga,8,848
0.028,Marių (Nr. 21) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",6,557
0.0207,Marių (Nr. 21) apygarda,Krikščionių demokratų sąjunga,5,412
0.0193,Marių (Nr. 21) apygarda,Lietuvos socialinio teisingumo sąjunga,5,384
0.0131,Marių (Nr. 21) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,5,258
0.0102,Marių (Nr. 21) apygarda,Lietuvių tautininkų sąjunga,0,206
0.0085,Marių (Nr. 21) apygarda,Lietuvos laisvės lyga,4,168
0.008,Marių (Nr. 21) apygarda,Lietuvos ūkio partija,3,158
0.0059,Marių (Nr. 21) apygarda,Tautos pažangos partija,0,119
0.0052,Marių (Nr. 21) apygarda,Lietuvos laisvės sąjunga,0,104
0.0027,Marių (Nr. 21) apygarda,Lietuvos socialistų partija,1,54
0.0027,Marių (Nr. 21) apygarda,Lietuvos liaudies partija,0,54
0.0019,Marių (Nr. 21) apygarda,Lietuvos valstiečių partija,2,37
0.0019,Marių (Nr. 21) apygarda,Respublikonų partija,0,38
0.0015,Marių (Nr. 21) apygarda,Lietuvos lenkų rinkimų akcija,0,30
0.0014,Marių (Nr. 21) apygarda,Lietuvos gyvenimo logikos partija,0,29
0.3324,Baltijos (Nr. 20) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),154,6354
0.0908,Baltijos (Nr. 20) apygarda,Lietuvos demokratinė darbo partija,28,1750
0.09,Baltijos (Nr. 20) apygarda,Lietuvos centro sąjunga,20,1741
0.0799,Baltijos (Nr. 20) apygarda,Lietuvos piliečių aljansas,16,1548
0.0779,Baltijos (Nr. 20) apygarda,Lietuvos krikščionių demokratų partija,45,1480
0.0699,Baltijos (Nr. 20) apygarda,Lietuvos rusų sąjunga,20,1348
0.0467,Baltijos (Nr. 20) apygarda,Lietuvos socialdemokratų partija,18,896
0.0459,Baltijos (Nr. 20) apygarda,Lietuvos liberalų sąjunga,9,890
0.0318,Baltijos (Nr. 20) apygarda,Lietuvos  moterų partija,11,611
0.0309,Baltijos (Nr. 20) apygarda,Lietuvos socialinio teisingumo sąjunga,14,590
0.0221,Baltijos (Nr. 20) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",3,429
0.0202,Baltijos (Nr. 20) apygarda,Krikščionių demokratų sąjunga,6,389
0.0151,Baltijos (Nr. 20) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,5,291
0.0148,Baltijos (Nr. 20) apygarda,Lietuvių tautininkų sąjunga,7,283
0.008,Baltijos (Nr. 20) apygarda,Lietuvos laisvės lyga,1,156
0.0056,Baltijos (Nr. 20) apygarda,Lietuvos socialistų partija,1,108
0.0047,Baltijos (Nr. 20) apygarda,Lietuvos laisvės sąjunga,3,89
0.0027,Baltijos (Nr. 20) apygarda,Lietuvos ūkio partija,0,53
0.0023,Baltijos (Nr. 20) apygarda,Respublikonų partija,3,43
0.0021,Baltijos (Nr. 20) apygarda,Lietuvos valstiečių partija,2,40
0.0017,Baltijos (Nr. 20) apygarda,Tautos pažangos partija,0,33
0.0017,Baltijos (Nr. 20) apygarda,Lietuvos liaudies partija,2,31
0.0016,Baltijos (Nr. 20) apygarda,Lietuvos lenkų rinkimų akcija,0,32
0.0012,Baltijos (Nr. 20) apygarda,Lietuvos gyvenimo logikos partija,0,24
0.3323,Danės (Nr. 19) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),283,6214
0.1281,Danės (Nr. 19) apygarda,Lietuvos centro sąjunga,99,2405
0.0948,Danės (Nr. 19) apygarda,Lietuvos demokratinė darbo partija,122,1731
0.0861,Danės (Nr. 19) apygarda,Lietuvos krikščionių demokratų partija,121,1563
0.0595,Danės (Nr. 19) apygarda,Lietuvos rusų sąjunga,128,1036
0.0559,Danės (Nr. 19) apygarda,Lietuvos piliečių aljansas,43,1051
0.0431,Danės (Nr. 19) apygarda,Lietuvos socialdemokratų partija,40,803
0.0391,Danės (Nr. 19) apygarda,Lietuvos  moterų partija,59,706
0.0372,Danės (Nr. 19) apygarda,Lietuvos liberalų sąjunga,17,710
0.0222,Danės (Nr. 19) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",14,420
0.021,Danės (Nr. 19) apygarda,Krikščionių demokratų sąjunga,19,392
0.0156,Danės (Nr. 19) apygarda,Lietuvos socialinio teisingumo sąjunga,12,293
0.0129,Danės (Nr. 19) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,19,234
0.0123,Danės (Nr. 19) apygarda,Lietuvių tautininkų sąjunga,5,236
0.0101,Danės (Nr. 19) apygarda,Lietuvos laisvės lyga,10,188
0.0063,Danės (Nr. 19) apygarda,Lietuvos laisvės sąjunga,4,119
0.0057,Danės (Nr. 19) apygarda,Lietuvos socialistų partija,6,106
0.0044,Danės (Nr. 19) apygarda,Lietuvos ūkio partija,3,83
0.003,Danės (Nr. 19) apygarda,Respublikonų partija,12,46
0.0025,Danės (Nr. 19) apygarda,Lietuvos lenkų rinkimų akcija,14,34
0.0024,Danės (Nr. 19) apygarda,Lietuvos gyvenimo logikos partija,2,45
0.0021,Danės (Nr. 19) apygarda,Lietuvos valstiečių partija,5,37
0.002,Danės (Nr. 19) apygarda,Lietuvos liaudies partija,1,38
0.0013,Danės (Nr. 19) apygarda,Tautos pažangos partija,4,22
0.3926,Panemunės (Nr. 18) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),229,7861
0.1074,Panemunės (Nr. 18) apygarda,Lietuvos krikščionių demokratų partija,66,2146
0.0678,Panemunės (Nr. 18) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",10,1387
0.0628,Panemunės (Nr. 18) apygarda,Lietuvos socialdemokratų partija,17,1276
0.0628,Panemunės (Nr. 18) apygarda,Lietuvos laisvės sąjunga,12,1281
0.0625,Panemunės (Nr. 18) apygarda,Lietuvos centro sąjunga,16,1272
0.0532,Panemunės (Nr. 18) apygarda,Lietuvos demokratinė darbo partija,17,1079
0.029,Panemunės (Nr. 18) apygarda,Krikščionių demokratų sąjunga,15,583
0.0259,Panemunės (Nr. 18) apygarda,Lietuvos  moterų partija,6,528
0.0225,Panemunės (Nr. 18) apygarda,Lietuvių tautininkų sąjunga,11,452
0.0215,Panemunės (Nr. 18) apygarda,Lietuvos rusų sąjunga,0,443
0.0175,Panemunės (Nr. 18) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,11,349
0.0167,Panemunės (Nr. 18) apygarda,Lietuvos liberalų sąjunga,6,338
0.0138,Panemunės (Nr. 18) apygarda,Lietuvos ūkio partija,5,280
0.0101,Panemunės (Nr. 18) apygarda,Lietuvos socialinio teisingumo sąjunga,4,204
0.0081,Panemunės (Nr. 18) apygarda,Lietuvos laisvės lyga,4,163
0.0066,Panemunės (Nr. 18) apygarda,Lietuvos socialistų partija,2,134
0.0053,Panemunės (Nr. 18) apygarda,Lietuvos piliečių aljansas,0,109
0.0052,Panemunės (Nr. 18) apygarda,Tautos pažangos partija,3,104
0.0027,Panemunės (Nr. 18) apygarda,Respublikonų partija,0,55
0.0025,Panemunės (Nr. 18) apygarda,Lietuvos valstiečių partija,0,52
0.0017,Panemunės (Nr. 18) apygarda,Lietuvos gyvenimo logikos partija,3,31
0.0015,Panemunės (Nr. 18) apygarda,Lietuvos liaudies partija,0,30
0.0005,Panemunės (Nr. 18) apygarda,Lietuvos lenkų rinkimų akcija,0,11
0.4077,Pramonės (Nr. 17) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),230,7864
0.0788,Pramonės (Nr. 17) apygarda,Lietuvos krikščionių demokratų partija,66,1498
0.0772,Pramonės (Nr. 17) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",18,1514
0.0695,Pramonės (Nr. 17) apygarda,Lietuvos laisvės sąjunga,26,1353
0.064,Pramonės (Nr. 17) apygarda,Lietuvos centro sąjunga,24,1247
0.0533,Pramonės (Nr. 17) apygarda,Lietuvos socialdemokratų partija,18,1040
0.0524,Pramonės (Nr. 17) apygarda,Lietuvos demokratinė darbo partija,25,1016
0.0393,Pramonės (Nr. 17) apygarda,Lietuvių tautininkų sąjunga,25,756
0.0257,Pramonės (Nr. 17) apygarda,Lietuvos  moterų partija,11,499
0.0249,Pramonės (Nr. 17) apygarda,Lietuvos liberalų sąjunga,7,488
0.0241,Pramonės (Nr. 17) apygarda,Krikščionių demokratų sąjunga,15,464
0.0196,Pramonės (Nr. 17) apygarda,Lietuvos ūkio partija,2,388
0.0139,Pramonės (Nr. 17) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,5,271
0.0124,Pramonės (Nr. 17) apygarda,Lietuvos rusų sąjunga,2,245
0.0077,Pramonės (Nr. 17) apygarda,Lietuvos socialinio teisingumo sąjunga,7,145
0.0058,Pramonės (Nr. 17) apygarda,Lietuvos socialistų partija,5,111
0.0057,Pramonės (Nr. 17) apygarda,Lietuvos laisvės lyga,2,111
0.0053,Pramonės (Nr. 17) apygarda,Lietuvos piliečių aljansas,1,105
0.0045,Pramonės (Nr. 17) apygarda,Respublikonų partija,3,86
0.0035,Pramonės (Nr. 17) apygarda,Tautos pažangos partija,2,67
0.0016,Pramonės (Nr. 17) apygarda,Lietuvos gyvenimo logikos partija,1,31
0.0014,Pramonės (Nr. 17) apygarda,Lietuvos valstiečių partija,2,25
0.0009,Pramonės (Nr. 17) apygarda,Lietuvos liaudies partija,1,16
0.0007,Pramonės (Nr. 17) apygarda,Lietuvos lenkų rinkimų akcija,2,12
0.4043,Dainavos (Nr. 16) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),226,8220
0.0763,Dainavos (Nr. 16) apygarda,Lietuvos krikščionių demokratų partija,42,1552
0.0743,Dainavos (Nr. 16) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",23,1530
0.0698,Dainavos (Nr. 16) apygarda,Lietuvos centro sąjunga,27,1431
0.0687,Dainavos (Nr. 16) apygarda,Lietuvos laisvės sąjunga,25,1410
0.0502,Dainavos (Nr. 16) apygarda,Lietuvos demokratinė darbo partija,15,1034
0.0462,Dainavos (Nr. 16) apygarda,Lietuvos socialdemokratų partija,18,948
0.0358,Dainavos (Nr. 16) apygarda,Lietuvių tautininkų sąjunga,22,725
0.0308,Dainavos (Nr. 16) apygarda,Lietuvos  moterų partija,15,628
0.0277,Dainavos (Nr. 16) apygarda,Lietuvos liberalų sąjunga,14,565
0.025,Dainavos (Nr. 16) apygarda,Krikščionių demokratų sąjunga,10,512
0.0194,Dainavos (Nr. 16) apygarda,Lietuvos ūkio partija,4,402
0.0167,Dainavos (Nr. 16) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,12,336
0.0109,Dainavos (Nr. 16) apygarda,Lietuvos rusų sąjunga,6,221
0.0105,Dainavos (Nr. 16) apygarda,Tautos pažangos partija,2,217
0.0093,Dainavos (Nr. 16) apygarda,Lietuvos socialinio teisingumo sąjunga,8,187
0.0067,Dainavos (Nr. 16) apygarda,Lietuvos laisvės lyga,4,135
0.0057,Dainavos (Nr. 16) apygarda,Lietuvos socialistų partija,2,117
0.0037,Dainavos (Nr. 16) apygarda,Lietuvos piliečių aljansas,1,77
0.0023,Dainavos (Nr. 16) apygarda,Lietuvos valstiečių partija,1,47
0.0021,Dainavos (Nr. 16) apygarda,Respublikonų partija,0,43
0.0014,Dainavos (Nr. 16) apygarda,Lietuvos gyvenimo logikos partija,0,29
0.0013,Dainavos (Nr. 16) apygarda,Lietuvos lenkų rinkimų akcija,0,27
0.0011,Dainavos (Nr. 16) apygarda,Lietuvos liaudies partija,0,22
0.3533,Kalniečių (Nr. 15) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),137,7067
0.1006,Kalniečių (Nr. 15) apygarda,Lietuvos krikščionių demokratų partija,42,2009
0.0983,Kalniečių (Nr. 15) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",23,1982
0.0761,Kalniečių (Nr. 15) apygarda,Lietuvos centro sąjunga,19,1532
0.0733,Kalniečių (Nr. 15) apygarda,Lietuvos laisvės sąjunga,21,1473
0.054,Kalniečių (Nr. 15) apygarda,Lietuvos socialdemokratų partija,14,1088
0.051,Kalniečių (Nr. 15) apygarda,Lietuvos demokratinė darbo partija,30,1010
0.0386,Kalniečių (Nr. 15) apygarda,Lietuvos  moterų partija,6,782
0.0252,Kalniečių (Nr. 15) apygarda,Krikščionių demokratų sąjunga,3,511
0.0238,Kalniečių (Nr. 15) apygarda,Lietuvių tautininkų sąjunga,10,476
0.0234,Kalniečių (Nr. 15) apygarda,Lietuvos ūkio partija,7,470
0.0207,Kalniečių (Nr. 15) apygarda,Lietuvos liberalų sąjunga,12,411
0.0153,Kalniečių (Nr. 15) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,8,304
0.0117,Kalniečių (Nr. 15) apygarda,Lietuvos rusų sąjunga,1,238
0.009,Kalniečių (Nr. 15) apygarda,Lietuvos socialinio teisingumo sąjunga,2,182
0.0058,Kalniečių (Nr. 15) apygarda,Lietuvos laisvės lyga,0,119
0.0048,Kalniečių (Nr. 15) apygarda,Lietuvos socialistų partija,0,97
0.004,Kalniečių (Nr. 15) apygarda,Lietuvos piliečių aljansas,1,80
0.0029,Kalniečių (Nr. 15) apygarda,Tautos pažangos partija,1,58
0.0024,Kalniečių (Nr. 15) apygarda,Respublikonų partija,0,48
0.0021,Kalniečių (Nr. 15) apygarda,Lietuvos gyvenimo logikos partija,0,42
0.0019,Kalniečių (Nr. 15) apygarda,Lietuvos valstiečių partija,0,39
0.0012,Kalniečių (Nr. 15) apygarda,Lietuvos liaudies partija,0,24
0.0006,Kalniečių (Nr. 15) apygarda,Lietuvos lenkų rinkimų akcija,0,12
0.4274,Žaliakalnio (Nr. 14) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),211,7716
0.0978,Žaliakalnio (Nr. 14) apygarda,Lietuvos krikščionių demokratų partija,48,1766
0.0763,Žaliakalnio (Nr. 14) apygarda,Lietuvos centro sąjunga,26,1390
0.0596,Žaliakalnio (Nr. 14) apygarda,Lietuvos laisvės sąjunga,18,1088
0.0518,Žaliakalnio (Nr. 14) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",9,951
0.0517,Žaliakalnio (Nr. 14) apygarda,Lietuvos demokratinė darbo partija,12,946
0.045,Žaliakalnio (Nr. 14) apygarda,Lietuvos socialdemokratų partija,9,825
0.0353,Žaliakalnio (Nr. 14) apygarda,Lietuvos liberalų sąjunga,6,648
0.0313,Žaliakalnio (Nr. 14) apygarda,Lietuvių tautininkų sąjunga,16,564
0.0297,Žaliakalnio (Nr. 14) apygarda,Lietuvos  moterų partija,8,543
0.0214,Žaliakalnio (Nr. 14) apygarda,Krikščionių demokratų sąjunga,5,391
0.0196,Žaliakalnio (Nr. 14) apygarda,Lietuvos ūkio partija,4,360
0.013,Žaliakalnio (Nr. 14) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,6,235
0.0088,Žaliakalnio (Nr. 14) apygarda,Lietuvos rusų sąjunga,1,163
0.0072,Žaliakalnio (Nr. 14) apygarda,Lietuvos socialinio teisingumo sąjunga,2,131
0.0056,Žaliakalnio (Nr. 14) apygarda,Lietuvos laisvės lyga,1,102
0.0038,Žaliakalnio (Nr. 14) apygarda,Lietuvos socialistų partija,2,68
0.0035,Žaliakalnio (Nr. 14) apygarda,Lietuvos gyvenimo logikos partija,0,65
0.0028,Žaliakalnio (Nr. 14) apygarda,Respublikonų partija,1,51
0.0028,Žaliakalnio (Nr. 14) apygarda,Tautos pažangos partija,0,52
0.0022,Žaliakalnio (Nr. 14) apygarda,Lietuvos piliečių aljansas,0,40
0.0012,Žaliakalnio (Nr. 14) apygarda,Lietuvos valstiečių partija,0,23
0.0012,Žaliakalnio (Nr. 14) apygarda,Lietuvos lenkų rinkimų akcija,0,22
0.0011,Žaliakalnio (Nr. 14) apygarda,Lietuvos liaudies partija,0,21
0.391,Centro (Nr. 13) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),238,7123
0.1119,Centro (Nr. 13) apygarda,Lietuvos krikščionių demokratų partija,67,2039
0.0749,Centro (Nr. 13) apygarda,Lietuvos centro sąjunga,39,1372
0.0666,Centro (Nr. 13) apygarda,Lietuvos demokratinė darbo partija,36,1218
0.0601,Centro (Nr. 13) apygarda,Lietuvos laisvės sąjunga,66,1066
0.0495,Centro (Nr. 13) apygarda,Lietuvos socialdemokratų partija,24,907
0.0415,Centro (Nr. 13) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",4,778
0.0396,Centro (Nr. 13) apygarda,Lietuvos  moterų partija,21,725
0.0295,Centro (Nr. 13) apygarda,Lietuvos liberalų sąjunga,7,548
0.0273,Centro (Nr. 13) apygarda,Krikščionių demokratų sąjunga,6,508
0.0232,Centro (Nr. 13) apygarda,Lietuvių tautininkų sąjunga,8,428
0.0205,Centro (Nr. 13) apygarda,Lietuvos ūkio partija,10,376
0.0141,Centro (Nr. 13) apygarda,Lietuvos rusų sąjunga,26,239
0.0135,Centro (Nr. 13) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,24,231
0.0081,Centro (Nr. 13) apygarda,Lietuvos laisvės lyga,1,151
0.007,Centro (Nr. 13) apygarda,Lietuvos socialistų partija,4,128
0.0052,Centro (Nr. 13) apygarda,Lietuvos socialinio teisingumo sąjunga,2,96
0.0045,Centro (Nr. 13) apygarda,Tautos pažangos partija,1,83
0.0041,Centro (Nr. 13) apygarda,Lietuvos piliečių aljansas,2,76
0.0022,Centro (Nr. 13) apygarda,Respublikonų partija,1,40
0.0021,Centro (Nr. 13) apygarda,Lietuvos valstiečių partija,1,39
0.0015,Centro (Nr. 13) apygarda,Lietuvos gyvenimo logikos partija,0,29
0.0012,Centro (Nr. 13) apygarda,Lietuvos lenkų rinkimų akcija,0,23
0.0008,Centro (Nr. 13) apygarda,Lietuvos liaudies partija,1,15
0.4205,Aleksoto Vilijampolės (Nr. 12) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),188,7748
0.1078,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos laisvės sąjunga,25,2010
0.0803,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos krikščionių demokratų partija,42,1473
0.0639,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos centro sąjunga,18,1188
0.0575,Aleksoto Vilijampolės (Nr. 12) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",11,1075
0.0446,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos socialdemokratų partija,13,828
0.0396,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos liberalų sąjunga,8,740
0.0384,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos demokratinė darbo partija,15,710
0.0296,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvių tautininkų sąjunga,14,545
0.0227,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos  moterų partija,5,423
0.0223,Aleksoto Vilijampolės (Nr. 12) apygarda,Krikščionių demokratų sąjunga,12,408
0.0175,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,9,322
0.0148,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos ūkio partija,4,276
0.0081,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos laisvės lyga,5,148
0.0077,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos rusų sąjunga,0,145
0.0061,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos socialinio teisingumo sąjunga,4,111
0.0041,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos socialistų partija,0,78
0.0037,Aleksoto Vilijampolės (Nr. 12) apygarda,Tautos pažangos partija,2,67
0.0027,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos piliečių aljansas,0,51
0.002,Aleksoto Vilijampolės (Nr. 12) apygarda,Respublikonų partija,1,37
0.0019,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos valstiečių partija,1,35
0.0018,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos gyvenimo logikos partija,0,34
0.0013,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos lenkų rinkimų akcija,0,24
0.0011,Aleksoto Vilijampolės (Nr. 12) apygarda,Lietuvos liaudies partija,0,20
0.3882,Šilainių (Nr. 11) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),226,7849
0.0826,Šilainių (Nr. 11) apygarda,Lietuvos centro sąjunga,16,1703
0.0808,Šilainių (Nr. 11) apygarda,Lietuvos krikščionių demokratų partija,40,1641
0.0808,Šilainių (Nr. 11) apygarda,Lietuvos laisvės sąjunga,21,1660
0.0732,Šilainių (Nr. 11) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",8,1514
0.0545,Šilainių (Nr. 11) apygarda,Lietuvos socialdemokratų partija,14,1119
0.0449,Šilainių (Nr. 11) apygarda,Lietuvos demokratinė darbo partija,10,925
0.0346,Šilainių (Nr. 11) apygarda,Lietuvių tautininkų sąjunga,5,714
0.0308,Šilainių (Nr. 11) apygarda,Lietuvos  moterų partija,5,636
0.0271,Šilainių (Nr. 11) apygarda,Krikščionių demokratų sąjunga,4,559
0.0195,Šilainių (Nr. 11) apygarda,Lietuvos liberalų sąjunga,2,404
0.0186,Šilainių (Nr. 11) apygarda,Lietuvos ūkio partija,3,383
0.0169,Šilainių (Nr. 11) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,4,348
0.0095,Šilainių (Nr. 11) apygarda,Lietuvos rusų sąjunga,3,194
0.0073,Šilainių (Nr. 11) apygarda,Lietuvos socialinio teisingumo sąjunga,0,151
0.0072,Šilainių (Nr. 11) apygarda,Lietuvos laisvės lyga,3,147
0.0062,Šilainių (Nr. 11) apygarda,Tautos pažangos partija,1,129
0.0045,Šilainių (Nr. 11) apygarda,Lietuvos socialistų partija,1,93
0.004,Šilainių (Nr. 11) apygarda,Lietuvos piliečių aljansas,0,83
0.0027,Šilainių (Nr. 11) apygarda,Respublikonų partija,1,55
0.0024,Šilainių (Nr. 11) apygarda,Lietuvos valstiečių partija,1,48
0.0021,Šilainių (Nr. 11) apygarda,Lietuvos gyvenimo logikos partija,0,44
0.0013,Šilainių (Nr. 11) apygarda,Lietuvos liaudies partija,1,27
0.0004,Šilainių (Nr. 11) apygarda,Lietuvos lenkų rinkimų akcija,0,8
0.1922,Naujosios Vilnios (Nr. 10) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),106,2806
0.1641,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos piliečių aljansas,6,2480
0.1632,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos lenkų rinkimų akcija,22,2450
0.1141,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos demokratinė darbo partija,38,1691
0.0851,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos rusų sąjunga,23,1266
0.0617,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos centro sąjunga,17,918
0.053,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos socialdemokratų partija,12,791
0.0318,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos krikščionių demokratų partija,29,452
0.0308,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos  moterų partija,7,459
0.0156,Naujosios Vilnios (Nr. 10) apygarda,Krikščionių demokratų sąjunga,3,233
0.015,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos liberalų sąjunga,4,223
0.0135,Naujosios Vilnios (Nr. 10) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",3,201
0.0112,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos socialistų partija,3,166
0.0075,Naujosios Vilnios (Nr. 10) apygarda,Lietuvių tautininkų sąjunga,2,111
0.0071,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos ūkio partija,6,102
0.007,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,8,98
0.0065,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos laisvės lyga,3,96
0.0053,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos liaudies partija,0,81
0.0042,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos socialinio teisingumo sąjunga,0,63
0.0032,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos laisvės sąjunga,2,46
0.0024,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos gyvenimo logikos partija,0,37
