kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0404,26,0.0357,1,Neries (Nr. 52) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.018,12,0.0159,0,Neries (Nr. 52) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.012,8,0.0106,0,Neries (Nr. 52) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0075,5,0.0066,0,Neries (Nr. 52) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.3921,278,0.3537,11,Nemenčinės (Nr. 51) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0312,22,0.0282,1,Nemenčinės (Nr. 51) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0109,8,0.0098,0,Nemenčinės (Nr. 51) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0407,29,0.0367,1,Nemenčinės (Nr. 51) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.1533,111,0.1383,2,Nemenčinės (Nr. 51) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0692,49,0.0624,2,Nemenčinės (Nr. 51) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.1398,97,0.1261,6,Nemenčinės (Nr. 51) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0393,27,0.0355,2,Nemenčinės (Nr. 51) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0583,42,0.0526,1,Nemenčinės (Nr. 51) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0543,37,0.049,3,Nemenčinės (Nr. 51) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0339,25,0.0306,0,Nemenčinės (Nr. 51) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0109,8,0.0098,0,Nemenčinės (Nr. 51) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0054,4,0.0049,0,Nemenčinės (Nr. 51) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,1.0442,283,0.8444,48,Savičiūnų (Nr. 43) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0063,2,0.0051,0,Savičiūnų (Nr. 43) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Savičiūnų (Nr. 43) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0284,8,0.023,1,Savičiūnų (Nr. 43) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0189,6,0.0153,0,Savičiūnų (Nr. 43) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0126,4,0.0102,0,Savičiūnų (Nr. 43) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0473,4,0.0383,11,Savičiūnų (Nr. 43) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0032,1,0.0026,0,Savičiūnų (Nr. 43) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0252,6,0.0204,2,Savičiūnų (Nr. 43) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0032,1,0.0026,0,Savičiūnų (Nr. 43) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0063,2,0.0051,0,Savičiūnų (Nr. 43) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Savičiūnų (Nr. 43) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Savičiūnų (Nr. 43) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,1.544,170,0.903,128,Senasalio (Nr. 42) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0052,1,0.003,0,Senasalio (Nr. 42) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Senasalio (Nr. 42) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0259,5,0.0152,0,Senasalio (Nr. 42) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0155,2,0.0091,1,Senasalio (Nr. 42) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0207,3,0.0121,1,Senasalio (Nr. 42) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Senasalio (Nr. 42) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0052,0,0.003,1,Senasalio (Nr. 42) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0311,5,0.0182,1,Senasalio (Nr. 42) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0311,6,0.0182,0,Senasalio (Nr. 42) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Senasalio (Nr. 42) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0052,1,0.003,0,Senasalio (Nr. 42) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Senasalio (Nr. 42) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,1.0488,314,0.7801,94,Rūkainių (Nr. 41) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0129,4,0.0096,1,Rūkainių (Nr. 41) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0051,2,0.0038,0,Rūkainių (Nr. 41) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0951,32,0.0707,5,Rūkainių (Nr. 41) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0437,14,0.0325,3,Rūkainių (Nr. 41) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0129,4,0.0096,1,Rūkainių (Nr. 41) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0231,6,0.0172,3,Rūkainių (Nr. 41) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0026,1,0.0019,0,Rūkainių (Nr. 41) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0257,10,0.0191,0,Rūkainių (Nr. 41) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Rūkainių (Nr. 41) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0026,1,0.0019,0,Rūkainių (Nr. 41) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0026,1,0.0019,0,Rūkainių (Nr. 41) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Rūkainių (Nr. 41) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.4216,78,0.4063,0,Rūdninkų (Nr. 33) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.1514,28,0.1458,0,Rūdninkų (Nr. 33) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.027,5,0.026,0,Rūdninkų (Nr. 33) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.2162,40,0.2083,0,Rūdninkų (Nr. 33) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0108,2,0.0104,0,Rūdninkų (Nr. 33) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.027,5,0.026,0,Rūdninkų (Nr. 33) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0432,8,0.0417,0,Rūdninkų (Nr. 33) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0216,4,0.0208,0,Rūdninkų (Nr. 33) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0216,4,0.0208,0,Rūdninkų (Nr. 33) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0162,3,0.0156,0,Rūdninkų (Nr. 33) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0162,3,0.0156,0,Rūdninkų (Nr. 33) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0216,4,0.0208,0,Rūdninkų (Nr. 33) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0054,1,0.0052,0,Rūdninkų (Nr. 33) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.5694,35,0.4059,6,Jurgelionių (Nr. 32) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.6111,31,0.4356,13,Jurgelionių (Nr. 32) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0556,0,0.0396,4,Jurgelionių (Nr. 32) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0139,1,0.0099,0,Jurgelionių (Nr. 32) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Jurgelionių (Nr. 32) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Jurgelionių (Nr. 32) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0139,1,0.0099,0,Jurgelionių (Nr. 32) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0417,2,0.0297,1,Jurgelionių (Nr. 32) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Jurgelionių (Nr. 32) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Jurgelionių (Nr. 32) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Jurgelionių (Nr. 32) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0139,1,0.0099,0,Jurgelionių (Nr. 32) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0139,1,0.0099,0,Jurgelionių (Nr. 32) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.5,43,0.3644,0,Krakūnų (Nr. 31) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.4419,27,0.322,11,Krakūnų (Nr. 31) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.1512,4,0.1102,9,Krakūnų (Nr. 31) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0116,1,0.0085,0,Krakūnų (Nr. 31) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0581,3,0.0424,2,Krakūnų (Nr. 31) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Krakūnų (Nr. 31) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0465,1,0.0339,3,Krakūnų (Nr. 31) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0116,1,0.0085,0,Krakūnų (Nr. 31) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0116,1,0.0085,0,Krakūnų (Nr. 31) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0233,2,0.0169,0,Krakūnų (Nr. 31) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0116,1,0.0085,0,Krakūnų (Nr. 31) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0233,2,0.0169,0,Krakūnų (Nr. 31) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0116,0,0.0085,1,Krakūnų (Nr. 31) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.326,147,0.2842,15,Jašiūnų (Nr. 30) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.1087,54,0.0947,0,Jašiūnų (Nr. 30) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.3119,138,0.2719,17,Jašiūnų (Nr. 30) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0644,30,0.0561,2,Jašiūnų (Nr. 30) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0201,10,0.0175,0,Jašiūnų (Nr. 30) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0845,41,0.0737,1,Jašiūnų (Nr. 30) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0101,4,0.0088,1,Jašiūnų (Nr. 30) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.004,2,0.0035,0,Jašiūnų (Nr. 30) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0523,22,0.0456,4,Jašiūnų (Nr. 30) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.006,3,0.0053,0,Jašiūnų (Nr. 30) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0905,43,0.0789,2,Jašiūnų (Nr. 30) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.002,1,0.0018,0,Jašiūnų (Nr. 30) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.004,2,0.0035,0,Jašiūnų (Nr. 30) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0615,10,0.0336,2,Milkūnų (Nr. 29) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,1.4462,143,0.7899,139,Milkūnų (Nr. 29) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.1077,20,0.0588,1,Milkūnų (Nr. 29) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0308,3,0.0168,3,Milkūnų (Nr. 29) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0205,4,0.0112,0,Milkūnų (Nr. 29) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0154,3,0.0084,0,Milkūnų (Nr. 29) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0103,2,0.0056,0,Milkūnų (Nr. 29) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0154,3,0.0084,0,Milkūnų (Nr. 29) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Milkūnų (Nr. 29) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0205,4,0.0112,0,Milkūnų (Nr. 29) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0103,2,0.0056,0,Milkūnų (Nr. 29) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0051,1,0.0028,0,Milkūnų (Nr. 29) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Milkūnų (Nr. 29) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.303,67,0.228,3,Dieveniškių (Nr. 28) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.2857,51,0.215,15,Dieveniškių (Nr. 28) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.2468,40,0.1857,17,Dieveniškių (Nr. 28) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0736,12,0.0554,5,Dieveniškių (Nr. 28) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0649,12,0.0489,3,Dieveniškių (Nr. 28) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.013,3,0.0098,0,Dieveniškių (Nr. 28) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0433,8,0.0326,2,Dieveniškių (Nr. 28) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0476,11,0.0358,0,Dieveniškių (Nr. 28) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Dieveniškių (Nr. 28) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0303,6,0.0228,1,Dieveniškių (Nr. 28) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0736,17,0.0554,0,Dieveniškių (Nr. 28) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0087,2,0.0065,0,Dieveniškių (Nr. 28) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0087,2,0.0065,0,Dieveniškių (Nr. 28) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0595,7,0.0303,3,Poškonių (Nr. 27) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.8095,58,0.4121,78,Poškonių (Nr. 27) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.3333,28,0.1697,28,Poškonių (Nr. 27) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0536,8,0.0273,1,Poškonių (Nr. 27) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.2262,32,0.1152,6,Poškonių (Nr. 27) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0119,1,0.0061,1,Poškonių (Nr. 27) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0417,5,0.0212,2,Poškonių (Nr. 27) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0476,6,0.0242,2,Poškonių (Nr. 27) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0417,7,0.0212,0,Poškonių (Nr. 27) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0298,3,0.0152,2,Poškonių (Nr. 27) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0357,5,0.0182,1,Poškonių (Nr. 27) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0298,5,0.0152,0,Poškonių (Nr. 27) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0179,3,0.0091,0,Poškonių (Nr. 27) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.9929,378,0.8634,39,Medininkų (Nr. 26) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0071,3,0.0062,0,Medininkų (Nr. 26) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Medininkų (Nr. 26) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0095,4,0.0083,0,Medininkų (Nr. 26) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0167,7,0.0145,0,Medininkų (Nr. 26) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0143,5,0.0124,1,Medininkų (Nr. 26) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0286,12,0.0248,0,Medininkų (Nr. 26) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Medininkų (Nr. 26) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0071,2,0.0062,1,Medininkų (Nr. 26) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0071,3,0.0062,0,Medininkų (Nr. 26) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0071,3,0.0062,0,Medininkų (Nr. 26) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Medininkų (Nr. 26) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0095,3,0.0083,1,Medininkų (Nr. 26) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.6406,153,0.5655,11,Akmenynės (Nr. 26) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.2188,39,0.1931,17,Akmenynės (Nr. 26) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.207,53,0.1828,0,Akmenynės (Nr. 26) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0117,3,0.0103,0,Akmenynės (Nr. 26) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0078,2,0.0069,0,Akmenynės (Nr. 26) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Akmenynės (Nr. 26) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0117,3,0.0103,0,Akmenynės (Nr. 26) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0039,1,0.0034,0,Akmenynės (Nr. 26) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0039,1,0.0034,0,Akmenynės (Nr. 26) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0039,1,0.0034,0,Akmenynės (Nr. 26) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Akmenynės (Nr. 26) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Akmenynės (Nr. 26) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Akmenynės (Nr. 26) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,1.0075,209,0.7692,61,Galgių (Nr. 25) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0037,1,0.0028,0,Galgių (Nr. 25) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Galgių (Nr. 25) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.056,12,0.0427,3,Galgių (Nr. 25) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0336,9,0.0256,0,Galgių (Nr. 25) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0485,13,0.037,0,Galgių (Nr. 25) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0187,4,0.0142,1,Galgių (Nr. 25) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0299,6,0.0228,2,Galgių (Nr. 25) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0373,9,0.0285,1,Galgių (Nr. 25) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0075,2,0.0057,0,Galgių (Nr. 25) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0037,1,0.0028,0,Galgių (Nr. 25) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Galgių (Nr. 25) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0075,2,0.0057,0,Galgių (Nr. 25) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,1.2557,141,0.8007,80,Tabariškių (Nr. 25) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0341,4,0.0217,2,Tabariškių (Nr. 25) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0455,8,0.029,0,Tabariškių (Nr. 25) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0795,10,0.0507,4,Tabariškių (Nr. 25) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Tabariškių (Nr. 25) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.017,1,0.0109,2,Tabariškių (Nr. 25) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0057,0,0.0036,1,Tabariškių (Nr. 25) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0057,1,0.0036,0,Tabariškių (Nr. 25) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0682,10,0.0435,2,Tabariškių (Nr. 25) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0057,1,0.0036,0,Tabariškių (Nr. 25) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Tabariškių (Nr. 25) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Tabariškių (Nr. 25) apylinkė
