kandidatas,apygarda,nuo_galiojanciu_biuleteniu,nuo_rinkeju,apylinkese,pastu
Vida Vaiva MAINELYTĖ,Žirmūnų (Nr.4) rinkimų apygarda,"2,78%","2,61%",563,21
Angelija RANCEVIENĖ,Žirmūnų (Nr.4) rinkimų apygarda,"0,78%","0,73%",160,4
Andrius KUBILIUS,Antakalnio (Nr.3) rinkimų apygarda,"34,33%","32,34%",6899,316
Gintautas BABRAVIČIUS,Antakalnio (Nr.3) rinkimų apygarda,"12,34%","11,62%",2528,65
Rimantas SMETONA,Antakalnio (Nr.3) rinkimų apygarda,"9,99%","9,41%",2025,75
Algirdas SYSAS,Antakalnio (Nr.3) rinkimų apygarda,"9,53%","8,97%",1934,68
Edmund ŠOT,Antakalnio (Nr.3) rinkimų apygarda,"8,70%","8,19%",1787,41
Kęstutis DAUKŠYS,Antakalnio (Nr.3) rinkimų apygarda,"5,86%","5,52%",1170,62
Vaidotas RAMONAS,Antakalnio (Nr.3) rinkimų apygarda,"5,22%","4,92%",1066,31
Arūnas ŠTARAS,Antakalnio (Nr.3) rinkimų apygarda,"4,91%","4,63%",1003,30
Rimantas TURSKIS,Antakalnio (Nr.3) rinkimų apygarda,"3,81%","3,59%",779,21
Tomas BAKUČIONIS,Antakalnio (Nr.3) rinkimų apygarda,"2,40%","2,26%",482,22
Raimundas PALIUKAS,Antakalnio (Nr.3) rinkimų apygarda,"1,48%","1,39%",298,13
Danguolė TAUTVYDIENĖ,Antakalnio (Nr.3) rinkimų apygarda,"1,44%","1,36%",293,10
Artūras ZUOKAS,Senamiesčio (Nr.2) rinkimų apygarda,"25,76%","24,23%",4725,169
Mantas ADOMĖNAS,Senamiesčio (Nr.2) rinkimų apygarda,"22,62%","21,27%",4063,233
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) rinkimų apygarda,"12,33%","11,60%",2260,82
Raimonda KAROSAITĖ,Senamiesčio (Nr.2) rinkimų apygarda,"8,35%","7,85%",1527,59
Juzef KVETKOVSKIJ,Senamiesčio (Nr.2) rinkimų apygarda,"8,31%","7,82%",1541,38
Marija Aušrinė PAVILIONIENĖ,Senamiesčio (Nr.2) rinkimų apygarda,"7,06%","6,64%",1241,100
Vytautas Kazimieras ARANAUSKAS,Senamiesčio (Nr.2) rinkimų apygarda,"4,45%","4,18%",815,30
Simona KIZNYTĖ,Senamiesčio (Nr.2) rinkimų apygarda,"3,17%","2,98%",574,28
Eduardas ŠABLINSKAS,Senamiesčio (Nr.2) rinkimų apygarda,"1,75%","1,64%",324,8
Svetlana KAUZONIENĖ,Senamiesčio (Nr.2) rinkimų apygarda,"1,54%","1,45%",278,14
Daina BILEVIČIŪTĖ,Senamiesčio (Nr.2) rinkimų apygarda,"1,51%","1,42%",257,29
Dainius Petras PAUKŠTĖ,Senamiesčio (Nr.2) rinkimų apygarda,"1,42%","1,34%",248,22
Giedrius ŠARKANAS,Senamiesčio (Nr.2) rinkimų apygarda,"1,16%","1,09%",206,14
Juozas IVANAUSKAS,Senamiesčio (Nr.2) rinkimų apygarda,"0,58%","0,55%",103,8
